INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('1', 'Task.', '50:34', '23');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('202', 'Cut listen debate.', '04:23', '55');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('203', 'Church into.', '24:43', '7');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('204', 'Difficult base.', '29:06', '51');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('205', 'Television.', '55:57', '3');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('206', 'Discuss down modern.', '39:22', '34');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('207', 'Those.', '46:03', '1');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('208', 'Newspaper seem.', '57:53', '7');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('209', 'Feeling conference.', '27:31', '42');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('210', 'Follow.', '17:24', '15');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('211', 'Certainly Democrat evidence.', '41:04', '36');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('212', 'Left affect.', '22:14', '32');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('213', 'Clearly exactly.', '55:29', '33');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('214', 'Human wrong.', '22:57', '28');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('215', 'Level.', '27:40', '33');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('216', 'Rate speak.', '24:42', '55');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('217', 'Politics traditional.', '05:02', '33');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('218', 'Standard.', '07:44', '37');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('219', 'Hot wear some successful.', '54:45', '51');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('220', 'Price.', '32:46', '6');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('221', 'This young.', '18:50', '11');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('222', 'Resource according.', '40:21', '17');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('223', 'Human information listen.', '15:28', '28');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('224', 'American.', '40:11', '56');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('225', 'Paper product increase.', '33:11', '48');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('226', 'City reach anything.', '31:20', '26');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('227', 'Able whom drive.', '16:52', '33');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('228', 'Color support attention.', '29:01', '48');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('229', 'Effect down activity.', '00:12', '15');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('230', 'Him from.', '10:16', '21');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('231', 'Perform.', '18:11', '32');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('232', 'Final hotel city.', '04:16', '8');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('233', 'Move sort beautiful.', '50:34', '5');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('234', 'Message executive.', '50:33', '3');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('235', 'Value shoulder parent.', '08:29', '41');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('236', 'City officer economy.', '00:56', '34');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('237', 'Clear change.', '25:17', '18');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('238', 'Writer stay land.', '27:22', '40');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('239', 'Detail next manage.', '18:39', '47');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('240', 'Want station.', '36:19', '20');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('241', 'Class dark manager certainly.', '22:29', '37');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('242', 'Success.', '04:15', '14');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('243', 'Could system.', '43:55', '20');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('244', 'Whom let pull.', '03:17', '49');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('245', 'Animal decade decide.', '30:02', '56');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('246', 'Choice voice.', '00:12', '1');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('247', 'Sing think over.', '47:28', '11');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('248', 'Former interest market.', '33:16', '6');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('249', 'Race star.', '35:03', '36');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('250', 'Leg cold within.', '57:33', '29');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('251', 'Reach fly left.', '18:15', '43');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('252', 'Statement section actually.', '00:53', '47');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('253', 'Represent Congress.', '20:53', '21');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('254', 'Wear recent.', '17:52', '45');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('255', 'Process.', '18:29', '31');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('256', 'Couple.', '37:54', '20');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('257', 'Sing general talk.', '05:54', '22');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('258', 'Organization past.', '33:58', '57');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('259', 'There medical.', '21:27', '18');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('260', 'Process task perform.', '04:38', '48');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('261', 'Health week.', '17:00', '37');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('262', 'Your career.', '44:01', '44');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('263', 'Image yard behind.', '37:22', '59');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('264', 'Focus buy.', '01:21', '46');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('265', 'Since gun bad.', '01:39', '34');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('266', 'First interview likely turn.', '51:32', '10');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('267', 'Amount college person move.', '21:33', '32');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('268', 'That few matter.', '30:09', '26');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('269', 'Activity land concern.', '23:21', '49');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('270', 'Here operation hope.', '08:56', '2');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('271', 'Season.', '46:11', '18');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('272', 'Of level white.', '23:29', '52');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('273', 'Foreign explain.', '09:18', '10');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('274', 'Ok none method.', '39:31', '56');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('275', 'These ball.', '21:30', '3');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('276', 'Relationship occur such car.', '15:25', '25');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('277', 'Matter scene risk.', '14:51', '18');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('278', 'Day indeed song.', '26:11', '14');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('279', 'Question understand environmental.', '36:20', '18');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('280', 'Kind information.', '34:23', '24');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('281', 'Let.', '32:57', '33');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('282', 'Around guess tax.', '04:25', '21');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('283', 'School value measure.', '21:19', '10');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('284', 'Visit artist.', '22:28', '24');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('285', 'Whether western point.', '18:36', '29');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('286', 'Analysis onto first study.', '26:39', '27');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('287', 'Born responsibility significant particular.', '05:53', '37');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('288', 'Than know.', '54:24', '50');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('289', 'Stand outside.', '15:36', '36');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('290', 'Which amount successful.', '44:06', '27');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('291', 'Special receive its identify.', '02:16', '30');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('292', 'Simply rise plant.', '23:25', '8');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('293', 'Theory last adult.', '00:44', '55');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('294', 'Off huge whole.', '19:56', '27');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('295', 'Police.', '11:53', '32');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('296', 'Bank question language same.', '29:28', '20');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('297', 'General east go forward.', '07:51', '29');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('298', 'Strategy size.', '02:46', '4');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('299', 'Mission those for.', '20:07', '43');
INSERT INTO `Musika`.`track` (`trackId`, `trackName`, `trackDuration`, `albumId`) VALUES ('300', 'Style leg.', '30:53', '10');
