INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('1', 'Tami Cabrera', 'Fight affect in war church affect cover room agency between source experience field list drop ok customer should miss year less fly subject contain produce anything option rest today finally pretty fill single space may information what miss around garden early reality leg than police range follow according explain financial happen back couple line offer across assume owner close fight blood tonight per much most media season protect state many reduce hair yourself woman seven guy lose yes less usually provide.', 'https://images.unsplash.com/photo-1428931996691-a5108d4cdbf5?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=326965ad6677562aca7d59e8c7706236&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('46', 'Anthony Morris', 'Soon life writer sister speak investment writer design state new very line need action suddenly huge executive across able picture heavy consider conference thank Mr stay not stock begin participant save third service until policy lot turn modern purpose become current others bank American radio they still now game suggest while race six campaign home act their book pay serve us population good course start change week east part magazine seat society baby more general son side oil onto wear anything.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('47', 'Carly Wright', 'Friend city green white world pretty billion season rise report notice describe dog minute lay name truth establish heavy position choose government popular work claim citizen direction face east miss compare here local list building travel black clear well level return attorney whatever hundred animal institution look work center seat difficult city particularly real help with case risk few book high above remember population local quality agree husband.', 'https://images.unsplash.com/photo-1428931996691-a5108d4cdbf5?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=326965ad6677562aca7d59e8c7706236&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('48', 'Gregory Owens', 'Board return style until particular simple feeling tax future accept foot federal every city think kitchen same product according night song become business loss much seek believe enough ask run anything clear truth movement right whom statement focus voice however city near positive treatment bad husband real cover mean small different letter green may their animal wrong serious cut decision why common whole land future machine song method right vote discuss amount right night debate amount help gun sport fact next season just station charge new company catch recently turn professor human month decade give design not drug.', 'https://images.unsplash.com/photo-1504455583697-3a9b04be6397?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=84156decc9820febd8d1910d77658cf6&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('49', 'John Nguyen', 'Miss father eight fill something ago stock according article leg there decade notice adult south economy single property painting general chair than too show guy threat quality degree miss part hour cut home build young suddenly doctor act job decision image mention determine against do since system after my four air building appear enjoy along board television serve indeed finally management opportunity feeling buy gun buy find war road become guy yard our still artist than television.', 'https://images.unsplash.com/photo-1504455583697-3a9b04be6397?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=84156decc9820febd8d1910d77658cf6&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('50', 'Jessica Robinson', 'Economic bed boy unit term answer pull fine member throughout look risk close interview hope daughter western class economic apply might reason someone city seek raise discuss morning traditional seven unit smile call chair serious practice beat area drug argue including hit let class poor beat.', 'https://images.unsplash.com/photo-1497021707778-a743a0bb2961?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=45bf654dae7e7eb03c14768a0b40cb20&auto=format&fit=crop&w=2167&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('51', 'Jeffrey Jones', 'Their himself member clear wrong talk upon least same down grow when result prevent rich her ok likely actually people interest attention firm clearly cultural skill hospital if but standard plant degree there business short task and Republican interest maintain smile letter least kind western door color fund doctor concern heart in floor another cover expert data street yard voice so herself perform movement four win just.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('52', 'Tina Price', 'New thousand best feeling front threat however drug play Mrs heavy national lose hope read truth throughout culture strategy forward trip wish bank by remain discover late ten remember ahead memory themselves already leader goal southern stage base none piece fast without outside once point politics time care store court over myself truth total office short discuss bed base green college certainly stop couple now be teach unit cover suffer baby.', 'https://images.unsplash.com/photo-1505962758314-85bfe836a5b9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=87274fe981d84c207e98a06396661b2b&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('53', 'Don Richardson', 'Happy high page parent site effect recognize they whom central take early his painting nearly energy couple box PM store leader half thank toward happen hope fear five level discover card action against poor step share everybody lay hear per second line writer film opportunity model see common once tonight in cell home wide several debate example teacher cultural soldier thought participant war popular push moment care.', 'https://images.unsplash.com/photo-1494708001911-679f5d15a946?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=1661d03c393ab16f615e75ee329262cb&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('54', 'Dennis Rodriguez', 'Present thank need charge able democratic parent foot environment east story food lay live probably century thank standard day western here few science home protect member term available upon international answer simple south ok third boy bit pretty among everybody study thus try impact.', 'https://images.unsplash.com/photo-1490905461158-067f4895ea9d?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=ec12d476aa884c9ff23d2169cc359a09&auto=format&fit=crop&w=2552&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('55', 'Bryan Phillips', 'Region factor back it democratic whom land during citizen available trial shoulder source agreement large north former home upon fish fear there matter hold size position everything key speech and Republican model plan its fire check food store again finish manage local of how impact southern she agreement range look pattern tend full born provide leg wonder art new assume hope figure right commercial unit none inside home what enter national business occur far imagine camera wind building never card agree can since break reason such top relationship her sometimes technology middle talk environment particular.', 'https://images.unsplash.com/7/girl-flowers.jpg?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=1a21e4021fcecea8352df6b903636100&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('56', 'Deborah Ho', 'Term structure four real simply car respond increase ago market appear fight yard wall show leg we lot tend change mind religious side find skin should land able two difficult source live knowledge foreign point commercial tax low fight piece war receive create general goal policy police great common growth manager scientist loss hard memory return fly purpose expert discussion alone little week study something person behind debate institution among real itself former writer shake within play security better sea friend ability course practice.', 'https://images.unsplash.com/photo-1415769663272-8504c6cc02b3?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=24994db1b18437be89bde7e9e1c81956&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('57', 'Carrie Perry DVM', 'Teach science buy expect off nothing their compare a player black change find operation turn director including avoid voice street light college federal big at maybe full him travel message might back measure shake skill charge there put perform site to everything yeah political religious cover hot head move vote conference when whose.', 'https://images.unsplash.com/photo-1503430935654-c3847b9289eb?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f733794214dd319c94c43fec0d9cd490&auto=format&fit=crop&w=1268&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('58', 'Jason Lee', 'Her page population reality throughout program traditional suddenly believe member necessary physical area energy ready record body prevent question usually benefit parent per best weight issue property under life situation very design imagine back owner run green power very again growth include under on feeling strong attention management total strong every generation value quickly condition then water investment later talk increase likely war power dark name full song happen during.', 'https://images.unsplash.com/photo-1500306437945-3eef9eb939a9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=7cf055cb2dd245798531b4ce1a52a1d3&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('59', 'Sarah Reed', 'Read recently baby single around group they somebody fact unit thing no year memory cover deep kind year address western price industry discuss director catch behind eight economy again military however particular firm whose do technology occur media imagine process strategy father state various involve each beyond environment show report join decide law answer pattern executive section capital ability also future site bring race president alone way of computer style edge every wide.', 'https://images.unsplash.com/photo-1503430935654-c3847b9289eb?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f733794214dd319c94c43fec0d9cd490&auto=format&fit=crop&w=1268&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('60', 'Daniel Robertson', 'Stop remember power doctor project strategy section rule half when major return market late home moment individual policy treatment make hotel player bit century glass huge break trip recognize particularly green them run office ten feeling remain born party model research road material figure test discuss protect answer girl sound data arrive natural act newspaper agree stand remain page break piece amount them study government training career safe real represent step give federal address later fight role either main ask whole woman budget recent.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('61', 'Timothy Lopez', 'Our local dream interesting like cover with soon husband keep job build person space hour health right should few risk high family wear when necessary mind it senior art individual character education start early detail discuss investment good Republican all short audience success tough investment country experience next six trade music may toward stop.', 'https://images.unsplash.com/photo-1504884790557-80daa3a9e621?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f105fd4834aecbe56af935dfb8bec57e&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('62', 'Matthew Bishop', 'Fly actually whom need become you that name foot gas financial drive network rule down television evidence night answer care others marriage hold bit central provide woman forget study PM owner cultural while policy set control life quite painting draw attack window too decision manager board cost its appear blue gas hear develop project at different into five son discuss pattern sister quality challenge affect tree all yeah my among present wait nor special technology necessary moment cost stuff especially each understand his film turn nor size they south skin money be state pass process.', 'https://images.unsplash.com/photo-1476983109555-18ebaf412d7c?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=8c508869d7645131d98c453dd9ce0ae6&auto=format&fit=crop&w=2120&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('63', 'Stephanie Doyle', 'Near might main country decade across should agree building cultural even Democrat any wonder indicate evening public south population into age outside my certain bring thought day worker door speak position security big bad parent less interesting level those culture theory better others different magazine simply whether prepare son imagine two environmental mind color age candidate cup lay site yard let among instead dream degree interesting four resource other rest financial buy guy course.', 'https://images.unsplash.com/photo-1476983109555-18ebaf412d7c?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=8c508869d7645131d98c453dd9ce0ae6&auto=format&fit=crop&w=2120&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('64', 'Bryan Smith', 'Yard tough truth approach certainly court your drive subject statement on responsibility international improve month movie dog class work hear whose condition ago case stand official despite her study give support smile might be buy support quickly grow agreement buy teach sense order agent finally until else city difference call worry my positive name quality matter class describe which Republican explain bring early perform base put window but detail international need although left major consumer rest.', 'https://images.unsplash.com/photo-1512404871764-1cf03a297841?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=1773c742cc0fabd894049c789adb2e72&auto=format&fit=crop&w=2700&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('65', 'James Moran', 'Small light argue fall could that claim sit campaign science even each relationship hundred attorney always under same represent address approach area knowledge religious foreign option choose movement wall fill owner positive follow adult politics Republican other prove chair foot recent tree rise site town meeting blue name position hope administration week Mrs stand piece investment will check.', 'https://images.unsplash.com/photo-1415769663272-8504c6cc02b3?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=24994db1b18437be89bde7e9e1c81956&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('66', 'Joy Alexander', 'Vote speech sport hold shake lot social especially radio former law enter key town senior crime citizen indeed possible remember might understand ball generation better in run participant mouth training item professor source future thousand direction home style cup turn citizen sea prove suffer respond relate third movie who fight night actually three miss American account six night support bank data century economy administration not forward method final morning and food should deep well eye story.', 'https://images.unsplash.com/photo-1504455583697-3a9b04be6397?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=84156decc9820febd8d1910d77658cf6&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('67', 'Christopher Jones', 'Single that begin bill language anyone two recognize sense soon your usually official choose brother rest worry star attack successful themselves town heart fine expert above house admit about training remain group build type military per matter note make structure provide key attack radio hard boy do enough eye heart question tonight alone standard range possible talk speech each lot hair child four age parent behavior often what food family short author focus knowledge car history present agency factor employee direction look away ok democratic difficult.', 'https://images.unsplash.com/photo-1477118476589-bff2c5c4cfbb?ixlib=rb-0.3.5&s=e1bddd72952e837dc31b0689396ee021&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('68', 'Stephanie Cruz', 'Heart wide five represent kind woman school magazine you company suggest style story responsibility talk little home right enough quickly realize visit method sister season most wait help seven very environmental level give long force every she more bar build purpose dog cultural they suddenly program energy environmental at rock kitchen human chance economy hospital former.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('69', 'Alan Warner', 'Me family body more spend wide good put stand drop discussion already something visit my resource base administration executive and trade could contain memory clear prove thought effort great do though piece understand chance more company water seek less appear clear religious stuff way page most Mr keep else national whose rock maybe similar air image nation.', 'https://images.unsplash.com/photo-1477118476589-bff2c5c4cfbb?ixlib=rb-0.3.5&s=e1bddd72952e837dc31b0689396ee021&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('70', 'Robert Robinson', 'Law message end soon left nearly sport three thought it ok affect term raise agree quality get collection message compare those trouble capital specific yourself professional player together way six likely arm east know western range however however just about begin either build building article call support event happy will range magazine sport quality action skin eat face break animal create left above throughout officer instead expect perform reveal draw best any believe national lay get weight trip from I total else dinner want little contain kind.', 'https://images.unsplash.com/photo-1504455583697-3a9b04be6397?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=84156decc9820febd8d1910d77658cf6&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('71', 'David Gordon', 'Explain special coach ever also election draw pattern fire society it heavy cut anyone international miss garden either believe give skin four tree enjoy expert soon data risk recent they financial word city across road run course woman quite coach arrive fire future resource wish notice whether knowledge boy course kitchen stop such campaign whether collection coach fine pass spend born well decade me sure president policy majority money theory wall radio medical describe spend than dog blood white say bank religious report when.', 'https://images.unsplash.com/photo-1490905461158-067f4895ea9d?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=ec12d476aa884c9ff23d2169cc359a09&auto=format&fit=crop&w=2552&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('72', 'Joseph Bullock', 'Unit win ask live ten certainly foreign shoulder Democrat down painting create character include magazine thousand half dog where sometimes despite popular power job people next bed nearly positive paper collection election per choice certainly opportunity civil choice story parent speech four bank prevent issue author past training rather economic magazine system career difference movie as street lot bit base traditional us unit example because land door even day money type religious explain tonight save myself edge family owner pretty participant listen artist store agent news western such.', 'https://images.unsplash.com/photo-1512404871764-1cf03a297841?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=1773c742cc0fabd894049c789adb2e72&auto=format&fit=crop&w=2700&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('73', 'Brooke Thomas', 'Phone white indicate statement behind create clear but often forward always while dark question bring to media own support near animal structure per seven since offer test pattern rise play most walk daughter Mr own at type about out walk win actually loss enough street run soldier.', 'https://images.unsplash.com/photo-1476983109555-18ebaf412d7c?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=8c508869d7645131d98c453dd9ce0ae6&auto=format&fit=crop&w=2120&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('74', 'Victor Smith', 'Management ground poor Democrat floor oil least environment thing sea condition response forward light total reach necessary think suggest already impact eat bring pass few decision girl drop health movie task wrong training whose forget seem recognize full view against close hour customer sign step foreign debate feel allow response box school rate tough compare suggest parent vote receive perhaps television parent really marriage executive brother important pay require so imagine response full floor we shake into.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('75', 'Franklin Bentley', 'Machine so one class professor us study agree economy question international I through factor human movement area upon next even say performance economic go nearly last significant maintain budget look general without mother trip run probably customer five hit end design amount some party stuff food less out many trouble rule.', 'https://images.unsplash.com/photo-1500306437945-3eef9eb939a9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=7cf055cb2dd245798531b4ce1a52a1d3&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('76', 'Timothy Evans', 'Indeed majority pretty worry mouth TV line smile early home consumer several east hotel time fish soon think image TV ahead enough send ever staff suffer ten sister degree finish receive first hand yourself tell after determine face magazine fire game add room beyond others concern.', 'https://images.unsplash.com/photo-1512404871764-1cf03a297841?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=1773c742cc0fabd894049c789adb2e72&auto=format&fit=crop&w=2700&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('77', 'Joy Burton', 'His your property table for act read six political of unit season those move various human account assume game month response likely add number range base early cut TV exist scene than expert all sister turn long major believe benefit cut red white director system drive country today rise whom accept away everyone tree now since officer indicate last six few report billion maintain boy realize concern picture drop party answer year fine security owner able back watch study piece avoid later ok start example fact.', 'https://images.unsplash.com/photo-1470406852800-b97e5d92e2aa?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=d9085d4c5811a5ee0eebfc2dd96bfa1c&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('78', 'Jeffrey Nicholson', 'Environment bed adult evidence why space arrive thought soon enter realize outside beat authority east item term program almost at themselves accept end nice remain sing rest even out computer occur meeting degree let yet myself rise maintain answer many may allow crime debate.', 'https://images.unsplash.com/photo-1500048993953-d23a436266cf?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=7042b0c0456ccd350c9ef83637b91092&auto=format&fit=crop&w=3298&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('79', 'Brittney Kim', 'Tax mention near Congress impact activity political own member support picture turn particular improve bit sell executive sing forget rule feeling wall environment notice worry special court another determine TV generation return individual discover young every ago road argue reach medical beat cut Mrs available material agree people perform hour several little follow lawyer analysis spring especially enough paper although until whole foreign represent him follow I coach explain dream drop be language remember commercial four.', 'https://images.unsplash.com/photo-1505962758314-85bfe836a5b9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=87274fe981d84c207e98a06396661b2b&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('80', 'Kelsey Rogers', 'Near college if meeting art finish despite safe control cause firm fill hotel data physical someone official side she too husband face different weight feeling play realize society actually property today early center two serious realize TV begin character positive mother together shoulder easy task baby heart soldier image new deal better material drive summer hand wall cause produce daughter former claim author fast important rather simply.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('81', 'Jeremy Powers', 'Personal office sort above foot because human writer ago kitchen pay next serious newspaper rest huge although often scene move himself product form quickly life spring feeling finish mention federal suggest reflect author test western own name court skill camera move degree that bad box something low learn despite dark attorney operation hit total information west voice body left fight item cover level he remain explain response small yes wide.', 'https://images.unsplash.com/photo-1504279979626-c377a6c47600?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=2e724a6b696f86917aceb1aed68650ae&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('82', 'Harold Adams', 'Ok maintain community girl describe in in pass bed the available candidate three political break machine window front assume this long break also board whom process whether group like make vote everybody woman lead audience training trial others man act truth information opportunity from apply whatever little much strategy age new young including hundred year reduce.', 'https://images.unsplash.com/photo-1504884790557-80daa3a9e621?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f105fd4834aecbe56af935dfb8bec57e&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('83', 'Jamie Green', 'Respond act certainly generation follow ten mean pay rich official father agreement improve right radio perform style key sister bar care before area put show fact everything him despite water anything floor never wait feeling economy house land call result service include age surface very door growth police foot career head investment quickly season at fly imagine Mr be.', 'https://images.unsplash.com/photo-1504455583697-3a9b04be6397?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=84156decc9820febd8d1910d77658cf6&auto=format&fit=crop&w=2550&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('84', 'Thomas Mann', 'West through similar away between pick Mr clearly top energy memory direction leg team current care one popular marriage whose blood force low arrive those fund kid development us thousand civil here want what state hair speak effect attorney water when probably medical account seem piece charge local nice serve fight choose his wait computer minute history team beyond head such practice shoulder little program worker nature news nice him task sense interest natural door choice truth I stand design interview local so entire Republican interesting on tonight.', 'https://images.unsplash.com/photo-1505962758314-85bfe836a5b9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=87274fe981d84c207e98a06396661b2b&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('85', 'Mrs. Daisy Jones', 'Tax box five fall by cut send professional force thousand society put let child will whom raise not local score woman worker offer boy wall according establish thus these probably out social prevent compare white news camera deal sense because across color.', 'https://images.unsplash.com/photo-1490905461158-067f4895ea9d?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=ec12d476aa884c9ff23d2169cc359a09&auto=format&fit=crop&w=2552&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('86', 'Jonathan Jackson', 'Analysis allow feel production impact case seat old recent trouble hair follow whom yeah the modern nearly always go others almost week local week watch management material oil throughout unit green full film modern general job something exist at inside window look continue event team suffer return drop walk seven them look old anyone main prevent per air tough head give issue apply lead somebody top marriage inside enough structure recent his per work population best else subject by culture again time role himself really change already public actually focus rule.', 'https://images.unsplash.com/photo-1503430935654-c3847b9289eb?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f733794214dd319c94c43fec0d9cd490&auto=format&fit=crop&w=1268&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('87', 'Joshua Lowe', 'Question TV reveal perform choose edge bank trade standard cell cut next both real teach glass question more picture either yeah method too piece perhaps reveal large letter simply garden through floor contain final test option sister entire camera yourself thank dream agreement across necessary enjoy teach who sing not could especially side occur might appear everyone southern.', 'https://images.unsplash.com/photo-1428931996691-a5108d4cdbf5?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=326965ad6677562aca7d59e8c7706236&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('88', 'Mr. Andrew Wilson', 'Notice debate within kind hour girl network certain miss never sign although director sense same lead all spend blue just paper produce pretty place myself strategy him attorney city information her catch other break front off front wind throughout mind weight until floor recent exactly purpose rate far pretty describe heart address step foreign practice make wall let table however newspaper rich moment city type up although civil image this parent remember product strategy avoid.', 'https://images.unsplash.com/photo-1476983109555-18ebaf412d7c?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=8c508869d7645131d98c453dd9ce0ae6&auto=format&fit=crop&w=2120&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('89', 'Robert Jacobs', 'Compare movie beyond rest his up nothing line bar level assume few eight deal television wide quality pretty southern exist call window represent notice matter effort bank on second base soon down alone positive address section up thousand agent another season collection group system art term study school likely Democrat herself economic season wish phone defense care reach office note action like challenge must month list show Congress environment performance never like visit positive situation though again home need rock into today small artist while yes clear political many thought bit back suddenly.', 'https://images.unsplash.com/photo-1505962758314-85bfe836a5b9?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=87274fe981d84c207e98a06396661b2b&auto=format&fit=crop&w=1234&q=80');
INSERT INTO `Musika`.`artist` (`artistId`, `artistName`, `artistDescription`, `artistPhoto`) VALUES ('90', 'Madeline Browning', 'Remain myself catch myself thought relationship position establish present their against tonight available new present game raise success instead hope tree really song sort player different remain inside group cup near who garden professional recently it very industry quality itself star send first special find big market six federal table other practice speak how religious exist impact bar size nice property now expect sell one all still send attorney scientist spend opportunity use under magazine sit my city here already question happy herself.', 'https://images.unsplash.com/photo-1504884790557-80daa3a9e621?ixlib=rb-0.3.5&ixid=eyJhcHBfaWQiOjEyMDd9&s=f105fd4834aecbe56af935dfb8bec57e&auto=format&fit=crop&w=1234&q=80');
