INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('1', 'Central every.', 'Respond point wear agency how now hold keep beat my mind radio American measure whose play goal positive try present spring south attorney establish site indicate travel job piece blue million data everybody job detail body still tough or increase worry indicate she finally range question political point common contain according themselves develop son contain hard up local sister attorney guess line decade within enjoy course toward entire then second material billion economy need court while affect fine near hundred world less across future full popular rule not really ok.', 'https://dspncdn.com/a1/media/originals/88/68/df/8868dfeb685d91da7c8c20541ccf71ac.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('78', 'Lot occur.', 'Left a establish whether himself concern increase while live garden require only happy wish ability whole research sport yard per time behavior education Mr five hour example else series discussion third I color drive administration hear matter have again air operation week how civil play become wish finally thousand old defense although at.', 'https://dspncdn.com/a1/media/originals/ef/7d/3f/ef7d3fd16fb8acb8cdcc74c9c71e0551.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('79', 'Season physical room.', 'Drive top after century hotel rich hot doctor civil green service maintain man describe news magazine baby future claim just in reduce continue establish again very fire seven that surface ahead would news mission will year mouth beautiful interest represent thank full support police these already.', 'https://dspncdn.com/a1/media/originals/da/7a/30/da7a30c9d50e06aa0887c8f6da7bb49b.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('80', 'North government.', 'Class may throw man picture action easy produce middle clear environment section reach better national poor nice hundred in mother anything economic election thank what notice together can common organization reflect whose rise carry blood bag paper finish certain baby rest situation other probably very right point open management international adult design federal mention behind parent pretty community inside brother dog table help probably agreement road heavy trial choose ago military to room care south hit entire world street.', 'https://dspncdn.com/a1/media/originals/34/c3/60/34c360dbadfa9cb67ed2c68385d1eb3b.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('81', 'Own.', 'Indeed go news forward its wide really movement produce forward quite newspaper whole PM prove fast one bag maintain player likely town song sense report officer sell economic gas such man right none mouth star deal partner unit up find approach line commercial small.', 'https://dspncdn.com/a1/media/originals/f6/91/b5/f691b5a339b4f8ffa6af13cf756e7c28.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('82', 'Science Congress film.', 'Attention he reality describe resource outside nature compare ok age stop price Congress many building one why politics court put three national American else take dinner wrong then soon left measure air eight perform forget international together single reach act open some allow something old somebody heavy represent reveal his hope happy girl require mouth consumer experience become understand Mrs writer history someone less natural teach whom director sell civil play various cold room factor message dark light or.', 'https://dspncdn.com/a1/media/originals/92/d5/ea/92d5ea7e732745ac466ecb0d8aad93cb.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('83', 'Himself leave find.', 'As fly store four hold green item join hand could think plant participant media you act number take student sell attention else staff crime far site once pressure almost worry participant last fine example quite when form thought leg development method unit enjoy section maybe half perform myself subject cut whole artist course local result figure.', 'https://dspncdn.com/a1/media/originals/a7/45/91/a745913950a5ed8447fb72733be55a32.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('84', 'Answer three everybody movie.', 'Me box science finally send leg when town increase station begin federal former child ever kitchen rock last very no approach instead picture job others spend pretty night talk computer any ability serious election Mrs important other marriage trouble player third high magazine indeed life mean ask floor during customer population late a research one hand these skin idea majority draw evidence nice significant beyond support current party seek hour right soon fly with change range.', 'https://dspncdn.com/a1/media/originals/be/83/1c/be831c7710456d7061d924b0dd38fdb7.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('85', 'Rise prepare.', 'Side yourself or close stuff reality media four another could teacher win bed ask quickly law fly worry everyone main baby amount describe stay view out try go check management occur deep music rate term address fish everybody challenge stuff base hard tough drug design full able today century movie raise cold your provide law.', 'https://dspncdn.com/a1/media/originals/3e/3b/21/3e3b21f7d443f251f4ad858ebadf9cb9.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('86', 'Quickly artist entire.', 'Remain guy it world as generation fine TV capital yet ok budget in use garden operation wait much throughout serve so against run fall large rather poor design Mr something old improve western source effect poor walk read back provide son left future hold player process never measure just even art member despite response whatever imagine none next gun position generation everything billion popular process message help staff west work almost project store serve drop line.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('87', 'Kitchen join.', 'Idea investment cell various street Republican show and hand color thank relationship while first agreement senior market commercial environment blue everybody develop trip kind accept prove ok support piece crime least let site health early act whose someone majority would dream eye respond painting produce beyond others various hold medical road modern fire bit south street go offer list war guess both.', 'https://dspncdn.com/a1/media/originals/77/23/0a/77230a07a31efa9d6faf978a2223a6d3.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('88', 'Conference anything more.', 'Outside fund school magazine life win their language still attorney teach writer forward either throw detail street standard provide year finish person process analysis world together responsibility take check health wait until stay population book audience list always thing agent budget avoid never budget understand scientist risk necessary near effect major middle there now east drop campaign better argue leg go relationship law music leg.', 'https://dspncdn.com/a1/media/originals/00/94/e8/0094e8a136cf1274d706c77b52da362a.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('89', 'Doctor until.', 'Day none since capital avoid later position after study prepare fish bring sit need admit score and control record reveal nation campaign relationship mother agency article example indicate training poor miss almost water example gun local hundred information manage must follow six allow car behavior shoulder goal late suffer month performance president whole yes today recognize such good wall including life wonder two home pretty.', 'https://dspncdn.com/a1/media/originals/7a/ec/af/7aecaf4938adb02b4e39068fb1f9914c.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('90', 'Themselves stay speech.', 'Teach risk seek rock rise move major gas trouble join option which authority cover start peace law kid pick decision prevent paper development seat action attorney probably effect machine fire difficult manager because item camera size price condition seven own crime word particularly game list could structure century choose pressure successful.', 'https://dspncdn.com/a1/media/originals/e1/ee/b0/e1eeb0d196066c824b96fbb143bd4f75.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('91', 'Use level.', 'Near decision impact vote term measure firm already right enough name reduce pretty car decade positive game within sing factor play operation chair visit owner room happy minute thousand begin child him street kind government professional he him history physical hotel magazine seven board maintain Congress mind audience radio kitchen class weight let environmental possible pass performance member majority might our level respond daughter sure reveal describe family.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('92', 'Doctor.', 'American leg they he generation message important even while have apply Mr law everyone agreement two quickly run claim line line small international son pull share modern lot mind join situation feeling wind team tax religious score along brother cultural citizen fall around every mouth give grow just cultural record blood finish life last natural.', 'https://dspncdn.com/a1/media/originals/84/fa/b5/84fab505650ebe30a080bab8eb72af50.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('93', 'Group worry mission.', 'It while eye show truth month someone yourself dog particular five heavy tonight community impact think road suffer score total stand no consumer door apply pay hit notice method partner final reflect structure another bill road employee television specific every behind five only air program good stage beat former use his politics trial probably and go add we state physical vote task admit if think believe drug go feel size especially join technology goal improve.', 'https://dspncdn.com/a1/media/originals/34/c3/60/34c360dbadfa9cb67ed2c68385d1eb3b.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('94', 'Fill foreign.', 'Bad poor shoulder feeling day few green never onto together international bill force part guess music politics manager behavior material amount material light sea fill beyond real option miss culture staff blood manage would mother move camera talk morning imagine use director person put east positive class pick often western letter store paper while TV apply administration north born under history identify two herself animal kid recognize start size break writer deep risk tough dog state situation article nature.', 'https://dspncdn.com/a1/media/originals/84/fa/b5/84fab505650ebe30a080bab8eb72af50.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('95', 'Chair main without something.', 'Whose human war resource get song beat under from piece class police evidence truth theory understand total give table major PM about spend would significant us hair TV serve dark process Congress natural almost herself west unit mother education should participant fight fund how under million ball family full find close example these when off member pull present quickly specific bring action today feeling life various life tonight receive sing anyone Democrat manage leg sister technology others beat or law fill laugh personal production should participant or catch onto hard simple still close hot player story government.', 'https://dspncdn.com/a1/media/originals/92/d5/ea/92d5ea7e732745ac466ecb0d8aad93cb.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('96', 'Spring here.', 'Particular indicate responsibility interest decade follow difficult most prove strategy week they analysis although player doctor writer other house two north yeah box news community tend himself feel indeed after note name couple voice appear ground seat daughter nature cover once write traditional building thus police these other strategy economic either prove imagine answer and respond third real nearly together skill coach song entire can too serve admit stock ahead candidate hot away sound third between.', 'https://dspncdn.com/a1/media/originals/84/fa/b5/84fab505650ebe30a080bab8eb72af50.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('97', 'Center consider.', 'Suddenly cost thousand beautiful people can catch go him structure recently while modern owner full remain protect say growth occur that finish last smile consumer hard class partner cut first common middle here seek stay economy article talk travel activity body suggest technology tonight play open news member option list wonder different mean report individual sister lay standard.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('98', 'Allow president.', 'Eat east thing that democratic responsibility together home take film identify despite friend eight past if move child with hot true process reflect parent management per risk executive expect market seven myself class hope this practice war everybody glass remember prepare join war far under little that structure court market lose oil president respond approach value present hospital security record subject help bring majority same Republican choose check mention size side pull way surface can.', 'https://dspncdn.com/a1/media/originals/21/35/6e/21356ef6793ce86c6144069862b3a312.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('99', 'Production affect.', 'One art natural however skin rather step wait age build author you lawyer start such network message south friend art significant necessary enough arm her and million south treat leader low himself also meeting beautiful arm another thank recently bill color continue top others own administration group course scene pretty class boy there beyond direction necessary glass leave send score personal story spring hope paper study somebody financial leave activity voice exist among of.', 'https://dspncdn.com/a1/media/originals/77/23/0a/77230a07a31efa9d6faf978a2223a6d3.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('100', 'Before along out.', 'Ahead skill effort final federal kid seven kid last threat agent whatever indicate attention continue program price part room control bank determine keep two way case them how recognize federal notice approach class number his happy pay how prove final side whom successful them like they possible receive big dog office power dream.', 'https://dspncdn.com/a1/media/originals/e1/ee/b0/e1eeb0d196066c824b96fbb143bd4f75.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('101', 'Increase write popular.', 'Him two right crime adult one late able magazine day above always heart collection probably start go child president television marriage whom wrong same information fear what international positive west little down stuff television that yeah truth collection grow Mr strong board return two brother whether bag fight reason under need rock do though already should leg design Mr part race better once we together feeling dog almost born indeed economy like what pressure prepare chair actually upon writer sure eight society least national agency skill his garden industry dark stock.', 'https://dspncdn.com/a1/media/originals/da/7a/30/da7a30c9d50e06aa0887c8f6da7bb49b.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('102', 'Building hit hope both.', 'Institution believe pay computer exist it decade policy couple agency action call property traditional star white class cultural similar not stand hospital them must old charge yeah from it describe human beautiful arm staff become improve group police stuff off as attack wrong key cover Mr bag item cut miss meet discover by next development week outside hit tonight too admit usually trouble base worry another physical more her party find science degree kind market both special.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('103', 'Have provide.', 'Guy side together leader responsibility stock building take friend social continue hand middle with might pattern item me child face avoid artist common choose many beyond often trip audience gas condition into election report we book Mrs own class hair certain reflect discuss teach example interest positive then window go not decide police whether street up not growth major.', 'https://dspncdn.com/a1/media/originals/be/83/1c/be831c7710456d7061d924b0dd38fdb7.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('104', 'Fund indeed.', 'Threat sense notice knowledge her enter career involve assume drive human knowledge contain it strategy different option cost increase writer hard about foreign point development show so Mr operation senior nearly detail hotel kind life summer although really lawyer business eat check consumer rest anyone strategy collection source also church soon evidence Congress relate anything become bit political.', 'https://dspncdn.com/a1/media/originals/84/1c/12/841c1286daaeb62e75372b6a6d43cd25.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('105', 'Indeed charge.', 'Threat agree campaign change say born consumer series PM reason only produce beat ahead top enjoy order work increase player player college cold institution white necessary these city watch ability from body arrive why garden week operation discover fact yes begin crime charge base business field concern fish television top price cost position mean pull sing buy light wrong open detail view.', 'https://dspncdn.com/a1/media/originals/ef/7d/3f/ef7d3fd16fb8acb8cdcc74c9c71e0551.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('106', 'Professor focus.', 'System country member truth success hair experience visit or mouth can idea modern network help concern less stage knowledge concern author hair conference want take plan everyone rest cold offer only low again send ask letter stay home teacher director media as indicate cell check see strong individual.', 'https://dspncdn.com/a1/media/originals/a7/45/91/a745913950a5ed8447fb72733be55a32.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('107', 'Gas laugh.', 'Hot else year appear low down prevent clear seem and science top friend kid with his occur certain in score find mission option rock describe lose movement vote generation billion great main another image carry only occur north bill four possible yeah form interesting whether media brother mean pass factor population herself always yeah decade if expert responsibility space forget like form several control bring his send moment none thus card prove individual cover partner course culture.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('108', 'Dinner both everything.', 'Feel degree Republican many across main citizen above look design baby sell film how Mrs office dinner color its standard course fine nation everything investment scientist conference model to scene sea college keep thousand case out power might region whose decide new attack goal must yard mind we level value college write practice group.', 'https://dspncdn.com/a1/media/originals/84/1c/12/841c1286daaeb62e75372b6a6d43cd25.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('109', 'Fund hotel campaign.', 'Who base political nation bar research although executive see believe everyone there property blood food put left develop certainly successful spring analysis general amount popular design others perhaps process put most expect collection hour trial task success responsibility ago east maybe dark look next store lay give human memory through then spend word performance body wife size study us thank assume yet five five between.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('110', 'Practice behind pay.', 'Really building least baby history so build explain where media check side no wear stop wall city source cut purpose new third resource town million language player fast baby least leader plant we yard education great agreement husband six answer special role plant address senior decide air building determine animal sense environment tonight when hard or they money culture behavior beat result into.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('111', 'Character wait.', 'Program rate wall company like air special skill decide meeting would sound age common listen produce find section natural partner gun could various employee hit different control so condition set leave tend sell early great upon increase first machine should politics total mean author plan team rise budget order chair machine enjoy three admit artist life human training admit experience move economic month rock call product media message grow brother far every free need once dog list hand tax clear camera side tax professor source pretty walk never federal fight.', 'https://dspncdn.com/a1/media/originals/7a/ec/af/7aecaf4938adb02b4e39068fb1f9914c.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('112', 'Administration world scene down.', 'Kind share join bag everyone rock lawyer ability card continue seek across treatment president manage identify view model pick list high explain tonight pressure nearly none represent next ok room clear four only part knowledge spend budget goal establish hot human great argue cup woman turn party to order mention art happen second rock but car assume key decade party five suddenly fall reduce history amount than.', 'https://dspncdn.com/a1/media/originals/e1/ee/b0/e1eeb0d196066c824b96fbb143bd4f75.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('113', 'Through responsibility environmental forget.', 'Finally listen cost image light kitchen international position other class street pay perhaps there north blood identify tell those evidence treatment finish ago clearly voice forget among sit minute here sing benefit continue class dark various campaign hour prevent successful suggest enough wind service government expect avoid table person accept lose course late system candidate ok see though former like wear star size own movement far idea blood they defense agreement fire study now yes future war modern position cut first beat rule development else very street safe fly no visit measure smile particularly yard first near name.', 'https://dspncdn.com/a1/media/originals/00/94/e8/0094e8a136cf1274d706c77b52da362a.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('114', 'Test mean.', 'Air never whom mind hand tax old worry national college carry remember dinner discussion garden foreign effort start wind world watch experience stock past into might wear budget Mr technology remain land it difference attention friend tree space food company religious audience wear mean order apply focus only identify pick whole industry bank top recent message entire however smile whatever baby high up consumer type blue wish.', 'https://dspncdn.com/a1/media/originals/e5/c8/9b/e5c89bbd1b444fd9cddf8fd951723317.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('115', 'Your agreement whatever.', 'Near and picture operation free ability future piece attention push eight home book our spend nice stock none dinner game interest method eat stock significant officer member realize early gas young born compare find young yard fire either wall center house allow economy pass offer full book seat recently how.', 'https://dspncdn.com/a1/media/originals/be/83/1c/be831c7710456d7061d924b0dd38fdb7.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('116', 'Per necessary job.', 'Amount yes half people focus Congress degree answer could make small particularly for want outside early again hear fly require knowledge become government positive hot ever get either person human prepare system reason inside character experience continue without picture understand together guess learn example turn work box or along west from board since happy account medical since business attack wonder course generation pick will citizen pay develop next.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('117', 'Pull cold live surface.', 'Station Mrs forget however stay wind particularly process suddenly now class above we around Congress on discover any federal phone left break husband grow agree instead particular clear phone green save goal sport head huge technology season exactly fall find check too middle series trip toward visit experience explain field mention find strong light training six hundred future item figure civil night attention including scientist their its with west four how key seek visit edge meet would.', 'https://dspncdn.com/a1/media/originals/7a/ec/af/7aecaf4938adb02b4e39068fb1f9914c.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('118', 'Well feel.', 'Number it indeed station long certainly nature manage against set fact require effort model against animal Democrat society apply window blood list truth argue night add performance girl strategy pull event political prove big range almost daughter already pick capital smile least anything thus arrive summer agree chance identify in government air democratic nice happen time public reveal whatever home physical young lose quality situation pattern into nature discuss truth project attack girl drop three rich speech yet position indicate red business system poor firm project age yeah ahead deep wear population place better listen today degree.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('119', 'Final race manage.', 'Concern student across involve same government hotel society ball firm idea offer although will quite bill surface movie book that simple eight difference commercial step decide choose morning rule common bed when democratic pattern feeling somebody approach individual exactly town tough change certainly middle must not prove design finish less close her future land must hundred industry which from crime rise individual cause same become may their individual both pretty.', 'https://dspncdn.com/a1/media/originals/b9/38/95/b93895b3e30874b4dc7a672e80eeca7e.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('120', 'Between situation executive loss.', 'Seat entire huge material piece matter add item recently shoulder history one stock billion leg money how may tonight bit leg realize finish peace see laugh care stay take back reveal there data certainly hear voice natural Congress specific policy agency sure station common operation station short home list follow evidence security writer food represent child garden require listen TV lead south this various put eye outside full mother assume store town miss shake to common respond stock however miss home sign.', 'https://dspncdn.com/a1/media/originals/3e/3b/21/3e3b21f7d443f251f4ad858ebadf9cb9.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('121', 'Treatment.', 'Spend small impact need beautiful science so assume science care hot worker day develop realize situation measure pick knowledge business audience feeling professor start small population billion sometimes scientist card ground yard though continue condition those others mission blue financial stop our event put be health throughout matter owner huge bill foreign first present budget half statement once he during trade if specific note summer team about benefit positive if still.', 'https://dspncdn.com/a1/media/originals/b9/fc/21/b9fc21ddb150bae08808ff179a299841.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('122', 'Perform.', 'Recent small final source where quite manage world radio event that job window buy appear game cup better order big leg system country way western thousand mention specific floor relationship hotel maintain carry these different hard why plant network born together mouth commercial series amount cost kid sense trial information together natural sport energy case prepare last bar movement history trade vote white peace religious time with perform exist left live.', 'https://dspncdn.com/a1/media/originals/e1/ee/b0/e1eeb0d196066c824b96fbb143bd4f75.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('123', 'Four least.', 'The write play with their memory director treat region country between nor speech bar character bank he media sure left affect kitchen until agreement boy popular office hot economic contain build new local always language bank compare writer great foreign her main court everyone child truth until stay fly these play during.', 'https://dspncdn.com/a1/media/originals/c7/49/15/c7491577fdd11e6a54237e879de6cd07.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('124', 'Challenge brother ability.', 'Onto example end whether southern hour home country apply defense voice gun thank live day street public daughter player sit pressure democratic development might appear firm usually notice beyond nor picture position pay bill perhaps medical opportunity fast they most attorney institution economy method high administration consumer camera themselves factor born own plant information month upon.', 'https://dspncdn.com/a1/media/originals/e0/1f/b5/e01fb5b948c7f4e6111499ee4431ddc4.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('125', 'Today child.', 'Film consumer product it represent ago want economic subject two ask one at their bank paper either thus interview organization benefit baby international foot claim shake beyond talk low watch yeah particularly grow ten fly whole wind admit present allow most manager American building goal word stop meet build inside total fear create head make show pull Mr prevent born whatever network admit sure tonight political position try cut owner board director floor moment president level no night ten music above woman team cup account land pattern out.', 'https://dspncdn.com/a1/media/originals/84/1c/12/841c1286daaeb62e75372b6a6d43cd25.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('126', 'Least pick.', 'None successful table such generation indicate type herself structure per born list much wear field while wife pretty campaign concern price people without respond heavy performance development no fast little argue evidence as down political agreement situation prepare try race shake exist marriage senior detail focus whose out.', 'https://dspncdn.com/a1/media/originals/c7/49/15/c7491577fdd11e6a54237e879de6cd07.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('127', 'Eat.', 'Stay board campaign prepare year worry push draw sister run past tonight worry range walk either their garden value develop just house contain maintain level assume interview bank return actually many score whether purpose now scientist recognize point lose friend reach weight order culture raise wear discussion model statement security participant half speak.', 'https://dspncdn.com/a1/media/originals/34/c3/60/34c360dbadfa9cb67ed2c68385d1eb3b.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('128', 'West television fact.', 'Early this play blue American government response indeed position current ready scientist blood tell coach care property rate attorney if staff citizen adult truth artist government garden budget professional back house usually get amount keep upon degree church upon group fire I Republican share somebody against executive only win girl pattern suggest star my peace what apply simply ask safe particularly this group nearly source area usually two poor themselves name behavior good institution.', 'https://dspncdn.com/a1/media/originals/ef/7d/3f/ef7d3fd16fb8acb8cdcc74c9c71e0551.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('129', 'Society even probably.', 'Watch study cultural affect agree us including us which data discover become stage girl kid social expect few environment doctor two thought trial process until off authority so democratic accept factor idea example want drive claim run trouble structure south majority grow clear rich boy poor realize project not scientist sport look each camera cut stay care talk argue business forget allow forward inside meeting long child impact hospital help live season.', 'https://dspncdn.com/a1/media/originals/a7/45/91/a745913950a5ed8447fb72733be55a32.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('130', 'American travel.', 'Present administration culture fine land cell happy test write glass call example enjoy receive action ago necessary sometimes government good will body hard time still bit choice scene need everybody either control east notice general loss technology mother to decide nor kitchen subject coach responsibility person age same surface method task student peace painting discuss certainly degree nice development clearly city upon wrong senior value action so address wife range simply drug challenge according force line.', 'https://dspncdn.com/a1/media/originals/84/1c/12/841c1286daaeb62e75372b6a6d43cd25.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('131', 'Mr half tax.', 'Line name prevent sound run point federal power training though per ever small sure conference future event dark science trade rate young upon reality break yet option morning should know wish throw citizen agency mind father beat debate later industry rate ever action baby involve by person everything leave particularly become about raise site agreement degree knowledge country.', 'https://dspncdn.com/a1/media/originals/a7/45/91/a745913950a5ed8447fb72733be55a32.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('132', 'Attorney happy.', 'Black right source old business out this however draw building according respond explain interest mother model site place memory give require goal tough strategy your statement prepare news six eye be stay home tax family worker now sort cultural who place candidate ask statement much need also television season happy apply.', 'https://dspncdn.com/a1/media/originals/b9/38/95/b93895b3e30874b4dc7a672e80eeca7e.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('133', 'Media offer might.', 'Manage bag size baby keep break charge certainly and hope act affect history beautiful throw voice ever laugh source official our read wall second get TV ten campaign become after popular young land response sport care recognize card president again behavior year forward someone several number agree condition government parent five green certain hundred rock once red reflect whole bring assume today song end doctor meeting card assume detail animal challenge believe happen beautiful despite.', 'https://dspncdn.com/a1/media/originals/3e/3b/21/3e3b21f7d443f251f4ad858ebadf9cb9.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('134', 'Save today.', 'Time her certainly ground medical all argue green girl story hot respond similar religious couple stop consumer join woman each year we wear same we best large next who character back moment woman fire meeting huge pretty kitchen between when training once always allow crime skill control more reality group most call four floor everybody scene enjoy red tell figure marriage case sing tell analysis former fund serve book look similar cup around president generation ahead see black blood summer top while officer talk ok compare of west.', 'https://dspncdn.com/a1/media/originals/a7/45/91/a745913950a5ed8447fb72733be55a32.jpg');
INSERT INTO `Musika`.`album` (`albumId`, `albumName`, `albumDescription`, `albumPhoto`) VALUES ('135', 'Site husband amount.', 'Coach have often enter ground economic tree drug audience treatment actually strong month test clear cover herself degree population he will cup alone music force pass during day factor if audience magazine market coach four lawyer the just control up like my along similar which style character try bank current cold Republican option memory.', 'https://dspncdn.com/a1/media/originals/92/d5/ea/92d5ea7e732745ac466ecb0d8aad93cb.jpg');
